2016-12-17 18:31:55,449 8239 140163570017280   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:31:55,449 8239 140163570017280       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:36:05,054 8288 140553980310528   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:36:05,055 8288 140553980310528       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:37:04,196 8293 140310861132800   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:37:04,196 8293 140310861132800       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:47:38,918 8336 140192237802496   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:47:38,918 8336 140192237802496       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:48:13,691 8344 140417390896128   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:48:13,691 8344 140417390896128       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:50:36,540 8357 140700530664448   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:50:36,540 8357 140700530664448       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:52:27,784 8367 139621312910336   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:52:27,784 8367 139621312910336       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:59:35,554 8391 140462849569792   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:59:35,555 8391 140462849569792       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 18:59:50,947 8397 140170052424704   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 18:59:50,947 8397 140170052424704       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:00:09,997 8407 139877419648000   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 19:00:09,997 8407 139877419648000       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:00:31,635 8413 140334543033344   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 19:00:31,635 8413 140334543033344       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:04:17,626 8428 140639122629632   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 19:04:17,626 8428 140639122629632       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:06:02,089 8439 140707071792128   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 19:06:02,089 8439 140707071792128       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:11:12,517 8456 139868116521984   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 19:11:12,517 8456 139868116521984       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:12:21,671 8465 139993232061440   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 19:12:21,671 8465 139993232061440       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:12:51,054 8471 140175750304768   CRITICAL ******** tau4 Sample App has started. ********
2016-12-17 19:12:51,054 8471 140175750304768       INFO Program has started with these args: '['/home/fgeiger/projects/tau4/src/py3/src/main.py', '_DEBUG=1']'. 
2016-12-17 19:13:39,182 8478 140151879365632   CRITICAL ******** tau4 Sample App has started. ********
